    -------<<  MADE IN LABORATORY EQUIPMENT CORPORATION  >>-------

                                                         Report,2020/02/24,11:40:04
MCA Data File,200224 HPGe A polymer B piled up 4 pieces.asc
2030,   14657
2031,   14454
2032,   14301
2033,   14172
2034,   14064
2035,   13858
2036,   13801
2037,   13732
2038,   13795
2039,   13625
2040,   13243
2041,   13196
2042,   13058
2043,   13037
2044,   12938
2045,   12796
2046,   12733
2047,   12457
2048,   12424
2049,   12396
2050,   12373
2051,   12505
2052,   12064
2053,   12126
2054,   11997
2055,   12181
2056,   12079
2057,   12365
2058,   12565
2059,   12788
2060,   13064
2061,   12645
2062,   12136
2063,   11668
2064,   11621
2065,   11369
2066,   11370
2067,   11335
2068,   11125
2069,   10971
2070,   10839
2071,   10761
2072,   11009
2073,   11087
2074,   10786
2075,   10754
2076,   10710
2077,   10570
2078,   10481
2079,   10631
2080,   10636
2081,   10539
2082,   10399
2083,   10128
2084,   10241
2085,   10116
2086,   10140
2087,   10217
2088,   10038
2089,   10185
2090,   10023
2091,   10026
2092,    9940
2093,    9837
2094,    9910
2095,    9908
2096,    9836
2097,    9743
2098,    9689
2099,    9714
2100,    9779
2101,    9733
2102,    9581
2103,    9347
2104,    9602
2105,    9588
2106,    9324
2107,    9377
2108,    9424
2109,    9202
2110,    9161
2111,    9241
2112,    9244
2113,    9200
2114,    9222
2115,    9119
2116,    9080
2117,    9124
2118,    8937
2119,    9216
2120,    9092
2121,    9010
2122,    8989
2123,    8956
2124,    8985
2125,    9158
2126,    9240
2127,    9617
2128,   10216
2129,   10886
2130,   11385
2131,   11110
2132,   10080
2133,    9417
2134,    8816
2135,    8753
2136,    8476
2137,    8601
2138,    8620
2139,    8849
2140,    8732
2141,    9008
2142,    8862
2143,    9049
2144,    8634
2145,    8459
2146,    8270
2147,    8239
2148,    8301
2149,    8157
2150,    8182
2151,    8152
2152,    8148
2153,    8177
2154,    8110
2155,    8029
2156,    7968
2157,    7976
2158,    8014
2159,    7947
2160,    7811
2161,    8039
2162,    7958
2163,    7907
2164,    8211
2165,    8326
2166,    8457
2167,    8696
2168,    8411
2169,    8339
2170,    8188
2171,    7662
2172,    7804
2173,    7937
2174,    8157
2175,    8290
2176,    8638
2177,    9058
2178,    9150
2179,    8523
2180,    7882
2181,    7755
2182,    7537
2183,    7368
2184,    7444
2185,    7346
2186,    7426
2187,    7478
2188,    7292
2189,    7174
2190,    7248
2191,    7269
2192,    7207
2193,    7360
2194,    7121
2195,    7108
2196,    7044
2197,    7005
2198,    7122
2199,    7020
2200,    6970
2201,    6947
2202,    6975
2203,    7050
2204,    6986
2205,    7100
2206,    6907
2207,    7197
2208,    7004
2209,    6961
2210,    7065
2211,    7045
2212,    6832
2213,    6883
2214,    6937
2215,    7074
2216,    6893
2217,    6790
2218,    6805
2219,    7002
2220,    6930
2221,    6905
2222,    6841
2223,    6853
2224,    6955
2225,    6779
2226,    6974
2227,    7028
2228,    6792
2229,    6808
2230,    6926
2231,    6850
2232,    7052
2233,    6917
2234,    7032
2235,    7008
2236,    7010
2237,    6946
2238,    6886
2239,    7037
2240,    7107
2241,    7180
2242,    7054
2243,    7071
2244,    7086
2245,    7135
2246,    7239
2247,    7452
2248,    7631
2249,    7688
2250,    7925
2251,    8666
2252,    9805
2253,   11572
2254,   15053
2255,   21787
2256,   32817
2257,   51711
2258,   82799
2259,  114645
2260,  127309
2261,  104671
2262,   63168
2263,   30415
2264,   15202
2265,    9788
2266,    8297
2267,    7546
2268,    7084
2269,    6807
2270,    6561
2271,    6304
2272,    6185
2273,    5957
2274,    5806
2275,    5676
2276,    5699
2277,    5591
2278,    5462
2279,    5403
2280,    5377
2281,    5467
2282,    5356
2283,    5199
2284,    5198
2285,    5203
2286,    5136
2287,    5176
2288,    5212
2289,    4999
2290,    5036
2291,    4861
2292,    5076
2293,    4843
2294,    4859
2295,    4965
2296,    4773
2297,    4821
2298,    4789
2299,    4800
2300,    4798
2301,    4702
2302,    4730
2303,    4525
2304,    4727
2305,    4722
2306,    4594
2307,    4673
2308,    4736
2309,    4526
2310,    4760
2311,    4722
2312,    4973
2313,    4912
2314,    5048
2315,    4958
2316,    4940
2317,    4775
2318,    4562
2319,    4646
2320,    4529
2321,    4562
2322,    4666
2323,    4684
2324,    4687
2325,    4541
2326,    4356
2327,    4272
2328,    4438
2329,    4424
2330,    4404
2331,    4560
2332,    4663
2333,    4848
2334,    5415
2335,    5596
2336,    5501
2337,    5001
2338,    4643
2339,    4456
2340,    4363
2341,    4336
2342,    4156
2343,    4071
2344,    4344
2345,    3999
2346,    4037
2347,    3967
2348,    4134
2349,    4125
2350,    4148
2351,    4040
2352,    4024
2353,    4049
2354,    4016
2355,    4078
2356,    3939
2357,    3917
2358,    3827
2359,    4048
2360,    3926
2361,    3950
2362,    3911
2363,    3916
2364,    3890
2365,    3847
2366,    4014
2367,    3899
2368,    3941
2369,    3829
2370,    3789
2371,    3796
2372,    3882
2373,    3741
2374,    3779
2375,    3780
2376,    3764
2377,    3758
2378,    3855
2379,    3900
2380,    3933
2381,    3990
2382,    4001
2383,    3861
2384,    3765
2385,    3738
2386,    3732
2387,    3715
2388,    3779
2389,    3813
2390,    3720
2391,    3642
2392,    3592
2393,    3667
2394,    3478
2395,    3530
2396,    3491
2397,    3465
2398,    3516
2399,    3462
2400,    3473
2401,    3561
2402,    3448
2403,    3300
2404,    3494
2405,    3348
2406,    3415
2407,    3372
2408,    3517
2409,    3455
2410,    3467
2411,    3470
2412,    3303
2413,    3397
2414,    3448
2415,    3320
2416,    3329
2417,    3195
2418,    3235
2419,    3178
2420,    3337
2421,    3268
2422,    3346
2423,    3247
2424,    3146
2425,    3227
2426,    3187
2427,    3192
2428,    3140
2429,    3161
2430,    3179
2431,    3135
2432,    3151
2433,    3176
2434,    3085
2435,    2986
2436,    2993
2437,    3138
2438,    3111
2439,    3003
2440,    3097
2441,    3002
2442,    3116
2443,    3194
2444,    3244
2445,    3259
2446,    3363
2447,    3383
2448,    3322
2449,    3523
2450,    3394
2451,    3386
2452,    3352
2453,    3280
2454,    3324
2455,    3612
2456,    3876
2457,    4466
2458,    4928
2459,    4913
2460,    4519
2461,    4133
2462,    3694
2463,    3934
2464,    4235
2465,    4452
2466,    4478
2467,    4176
2468,    3809
2469,    3260
2470,    3059
2471,    3030
2472,    3043
2473,    2887
2474,    2949
2475,    3020
2476,    2924
2477,    2917
2478,    2807
2479,    2679
2480,    2832
2481,    2676
2482,    2698
2483,    2634
2484,    2806
2485,    2716
2486,    2660
2487,    2637
2488,    2674
2489,    2680
2490,    2676
2491,    2634
2492,    2572
2493,    2594
2494,    2496
2495,    2548
2496,    2623
2497,    2584
2498,    2495
2499,    2501
2500,    2535
2501,    2556
2502,    2566
2503,    2633
2504,    2610
2505,    2712
2506,    2660
2507,    2831
2508,    3212
2509,    3369
2510,    3244
2511,    2935
2512,    2822
2513,    2591
2514,    2596
2515,    2583
2516,    2562
2517,    2613
2518,    2507
2519,    2427
2520,    2536
2521,    2565
2522,    2733
2523,    2965
2524,    3256
2525,    3275
2526,    3068
2527,    2755
2528,    2409
2529,    2330
2530,    2409
2531,    2271
2532,    2324
2533,    2325
2534,    2337
2535,    2537
2536,    2472
2537,    2439
2538,    2459
2539,    2297
2540,    2266
2541,    2319
2542,    2181
2543,    2149
2544,    2243
2545,    2167
2546,    2205
2547,    2149
2548,    2190
2549,    2175
2550,    2149
2551,    2171
2552,    2132
2553,    2076
2554,    2150
2555,    2057
2556,    2153
2557,    2104
2558,    2130
2559,    2086
2560,    2073
2561,    2047
2562,    2095
2563,    2028
2564,    2034
2565,    2144
2566,    2083
2567,    2124
2568,    2134
2569,    2105
2570,    2310
2571,    2525
2572,    2601
2573,    2595
2574,    2565
2575,    2274
2576,    2039
2577,    2056
2578,    2027
2579,    2041
2580,    2138
2581,    2118
2582,    2081
2583,    2000
2584,    2010
2585,    2076
2586,    1897
2587,    1946
2588,    1926
2589,    1895
2590,    1895
2591,    2015
2592,    1969
2593,    1912
2594,    1873
2595,    1922
2596,    1938
2597,    1989
2598,    1941
2599,    1986
2600,    1942
2601,    1861
2602,    1944
2603,    1918
2604,    1890
2605,    1983
2606,    1885
2607,    1984
2608,    2032
2609,    2105
2610,    2020
2611,    1988
2612,    1937
2613,    1871
2614,    1883
2615,    1927
2616,    1870
2617,    1829
2618,    1865
2619,    1865
2620,    1980
2621,    1982
2622,    1940
2623,    1885
2624,    1989
2625,    1939
2626,    1829
2627,    1792
2628,    1841
2629,    1782
2630,    1777
2631,    1800
2632,    1783
2633,    1820
2634,    1724
2635,    1830
2636,    1835
2637,    1851
2638,    1802
2639,    1769
2640,    1824
2641,    1842
2642,    1706
2643,    1759
2644,    1815
2645,    1812
2646,    1754
2647,    1794
2648,    1817
2649,    1691
2650,    1735
2651,    1766
2652,    1735
2653,    1866
2654,    1709
2655,    1801
2656,    1835
2657,    1775
2658,    1759
2659,    1752
2660,    1739
2661,    1724
2662,    1723
2663,    1806
2664,    1729
2665,    1720
2666,    1696
2667,    1749
2668,    1696
2669,    1714
2670,    1801
2671,    1732
2672,    1850
2673,    1915
2674,    1884
2675,    2057
2676,    2343
2677,    2678
2678,    3093
2679,    3322
2680,    3058
2681,    2614
2682,    2195
2683,    1843
2684,    1843
2685,    1815
2686,    1696
2687,    1715
2688,    1815
2689,    1717
2690,    1704
2691,    1698
2692,    1785
2693,    1680
2694,    1749
2695,    1695
2696,    1651
2697,    1764
2698,    1689
2699,    1790
2700,    1764
2701,    1693
2702,    1735
2703,    1670
2704,    1738
2705,    1664
2706,    1697
2707,    1688
2708,    1717
2709,    1676
2710,    1797
2711,    1712
2712,    1759
2713,    1743
2714,    1752
2715,    1669
2716,    1685
2717,    1773
2718,    1725
2719,    1716
2720,    1854
2721,    1753
2722,    1861
2723,    1899
2724,    1884
2725,    1956
2726,    2148
2727,    2416
2728,    2677
2729,    3273
2730,    4375
2731,    6007
2732,    8262
2733,    9935
2734,    9749
2735,    7621
2736,    5043
2737,    3088
2738,    2318
2739,    2001
2740,    1883
2741,    1916
2742,    1862
2743,    1875
2744,    1861
2745,    1845
2746,    1817
2747,    1846
2748,    1857
2749,    1788
2750,    1857
2751,    1787
2752,    1915
2753,    1882
2754,    1853
2755,    2013
2756,    2010
2757,    2002
2758,    2009
2759,    2175
2760,    2372
2761,    2570
2762,    2871
2763,    3346
2764,    3710
2765,    3964
2766,    3918
2767,    3515
2768,    2976
2769,    2351
2770,    1860
2771,    1536
2772,    1389
2773,    1233
2774,    1257
2775,    1210
2776,    1195
2777,    1199
2778,    1128
2779,    1123
2780,    1164
2781,    1158
2782,    1141
2783,    1140
2784,    1211
2785,    1170
2786,    1164
2787,    1145
2788,    1124
2789,    1098
2790,    1080
2791,    1120
2792,    1106
2793,    1120
2794,    1138
2795,    1089
2796,    1115
2797,    1201
2798,    1151
2799,    1168
2800,    1140
2801,    1133
2802,    1129
2803,    1035
2804,    1108
2805,    1106
2806,    1107
2807,    1083
2808,    1077
2809,    1141
2810,    1101
2811,    1156
2812,    1076
2813,    1112
2814,    1056
2815,    1084
2816,    1094
2817,    1094
2818,    1080
2819,    1048
2820,    1111
2821,    1129
2822,    1150
2823,    1113
2824,    1125
2825,    1034
2826,    1079
2827,    1060
2828,    1058
2829,    1110
2830,    1096
2831,    1075
2832,    1100
2833,    1070
2834,    1065
2835,    1131
2836,    1099
2837,    1054
2838,    1015
2839,    1142
2840,    1075
2841,    1026
2842,    1112
2843,    1102
2844,    1061
2845,    1126
2846,    1136
2847,    1271
2848,    1253
2849,    1226
2850,    1252
2851,    1179
2852,    1121
2853,    1092
2854,    1126
2855,    1128
2856,    1120
2857,    1228
2858,    1299
2859,    1419
2860,    1549
2861,    1832
2862,    2028
2863,    2055
2864,    1843
2865,    1644
2866,    1303
2867,    1110
2868,    1097
2869,    1084
2870,    1018
2871,    1040
2872,    1038
2873,    1063
2874,    1057
2875,    1023
2876,    1038
2877,    1004
2878,    1060
2879,    1037
2880,    1045
2881,    1013
2882,    1035
2883,    1034
2884,    1063
2885,    1024
2886,    1072
2887,    1028
2888,    1071
2889,    1005
2890,    1004
2891,    1050
2892,    1007
2893,    1068
2894,    1016
2895,    1123
2896,    1090
2897,    1076
2898,    1032
2899,    1008
2900,    1083
2901,    1113
2902,    1123
2903,    1130
2904,    1140
2905,    1078
2906,     994
2907,     978
2908,     969
2909,    1061
2910,    1007
2911,    1074
2912,    1055
2913,    1042
2914,    1025
2915,    1004
2916,    1002
2917,    1054
2918,    1022
2919,    1047
2920,    1003
2921,     984
2922,    1054
2923,    1030
2924,    1036
2925,    1080
2926,    1004
2927,    1044
2928,    1021
2929,     987
2930,    1047
2931,    1016
2932,    1058
2933,     993
2934,    1044
2935,    1058
2936,     989
2937,    1049
2938,    1037
2939,    1070
2940,    1072
2941,     977
2942,    1042
2943,     944
2944,    1006
2945,     937
2946,    1024
2947,    1001
2948,     967
2949,     962
2950,    1039
2951,    1011
2952,     959
2953,     958
2954,     955
2955,     978
2956,    1007
2957,     996
2958,    1012
2959,    1002
2960,     986
2961,     987
2962,    1018
2963,     981
2964,    1015
2965,     941
2966,     971
2967,     993
2968,     962
2969,     983
2970,     991
2971,    1018
2972,     932
2973,     963
2974,     968
2975,     988
2976,     925
2977,     930
2978,     970
2979,     955
2980,     956
2981,     966
2982,     974
2983,     947
2984,    1037
2985,    1026
2986,     947
2987,     956
2988,    1004
2989,    1002
2990,     972
2991,     953
2992,     974
2993,     946
2994,     973
2995,    1015
2996,    1014
2997,    1016
2998,     994
2999,     978
3000,     978
3001,    1008
3002,    1042
3003,    1001
3004,    1008
3005,     998
3006,     958
3007,     979
3008,     925
3009,    1001
3010,     913
3011,     958
3012,     936
3013,     908
3014,     872
3015,     991
3016,     909
3017,     954
3018,     949
3019,     891
3020,     903
3021,     934
3022,     933
3023,     923
3024,     932
3025,     986
3026,     982
3027,     939
3028,     953
3029,     924
3030,     827
3031,     947
3032,     939
3033,     908
3034,     898
3035,     892
3036,     940
3037,     904
3038,     882
3039,     903
3040,     895
3041,     897
3042,     906
3043,     898
3044,     934
3045,     933
3046,     959
3047,     885
3048,     854
3049,     918
3050,     888
3051,     890
3052,     895
3053,     906
3054,     888
3055,     874
3056,     970
3057,     827
3058,     911
3059,     860
3060,     892
3061,     901
3062,     898
3063,     868
3064,     892
3065,     898
3066,     784
3067,     814
3068,     841
3069,     840
3070,     848
3071,     837
3072,     785
3073,     816
3074,     888
3075,     872
3076,     852
3077,     861
3078,     841
3079,     787
3080,     874
3081,     821
3082,     869
3083,     787
3084,     867
3085,     832
3086,     864
3087,     890
3088,     837
3089,     869
3090,     840
3091,     830
3092,     800
3093,     836
3094,     839
3095,     791
3096,     824
3097,     854
3098,     842
3099,     792
3100,     863
3101,     849
3102,     845
3103,     838
3104,     830
3105,     845
3106,     807
3107,     842
3108,     784
3109,     822
3110,     829
3111,     796
3112,     810
3113,     835
3114,     805
3115,     802
3116,     847
3117,     828
3118,     835
3119,     839
3120,     840
3121,     801
3122,     796
3123,     842
3124,     806
3125,     831
3126,     824
3127,     815
3128,     793
3129,     723
3130,     792
3131,     769
3132,     780
3133,     814
3134,     822
3135,     792
3136,     823
3137,     793
3138,     778
3139,     769
3140,     805
3141,     753
3142,     815
3143,     784
3144,     810
3145,     811
3146,     779
3147,     783
3148,     764
3149,     797
3150,     815
3151,     782
3152,     824
3153,     787
3154,     797
3155,     770
3156,     813
3157,     770
3158,     778
3159,     802
3160,     758
3161,     756
3162,     788
3163,     796
3164,     787
3165,     760
3166,     764
3167,     775
3168,     752
3169,     763
3170,     784
3171,     750
3172,     814
3173,     740
3174,     774
3175,     795
3176,     782
3177,     774
3178,     825
3179,     736
3180,     803
3181,     746
3182,     793
3183,     787
3184,     784
3185,     779
3186,     786
3187,     791
3188,     812
3189,     817
3190,     763
3191,     721
3192,     768
3193,     734
3194,     802
3195,     782
3196,     862
3197,     808
3198,     774
3199,     787
3200,     758
3201,     809
3202,     749
3203,     770
3204,     754
3205,     767
3206,     778
3207,     753
3208,     678
3209,     772
3210,     805
3211,     759
3212,     747
3213,     756
3214,     740
3215,     760
3216,     748
3217,     730
3218,     765
3219,     723
3220,     791
3221,     784
3222,     763
3223,     695
3224,     794
3225,     727
3226,     752
3227,     757
3228,     734
3229,     761
3230,     778
3231,     766
3232,     706
3233,     790
3234,     760
3235,     747
3236,     751
3237,     748
3238,     797
3239,     789
3240,     821
3241,     775
3242,     810
3243,     767
3244,     744
3245,     777
3246,     808
3247,     750
3248,     795
3249,     759
3250,     827
3251,     893
3252,     909
3253,     889
3254,     999
3255,    1087
3256,    1145
3257,    1299
3258,    1605
3259,    1858
3260,    2217
3261,    2294
3262,    2329
3263,    2279
3264,    1945
3265,    1529
3266,    1306
3267,    1055
3268,     966
3269,     897
3270,     845
3271,     822
3272,     772
3273,     766
3274,     753
3275,     791
3276,     765
3277,     773
3278,     798
3279,     823
3280,     820
3281,     883
3282,     962
3283,    1027
3284,    1184
3285,    1229
3286,    1297
3287,    1092
3288,     971
3289,     847
3290,     773
3291,     711
3292,     707
3293,     716
3294,     710
3295,     770
3296,     749
3297,     714
3298,     708
3299,     736
3300,     711
3301,     732
3302,     711
3303,     739
3304,     732
3305,     728
3306,     702
3307,     707
3308,     735
3309,     705
3310,     693
3311,     725
3312,     715
3313,     774
3314,     732
3315,     725
3316,     750
3317,     702
3318,     734
3319,     740
3320,     701
3321,     726
3322,     696
3323,     753
3324,     744
3325,     706
3326,     694
3327,     771
3328,     719
3329,     716
3330,     724
3331,     707
3332,     746
3333,     719
3334,     739
3335,     692
3336,     704
3337,     731
3338,     673
3339,     741
3340,     689
3341,     727
3342,     698
3343,     692
3344,     702
3345,     748
3346,     695
3347,     737
3348,     703
3349,     720
3350,     715
3351,     682
3352,     684
3353,     670
3354,     685
3355,     717
3356,     732
3357,     703
3358,     689
3359,     712
3360,     759
3361,     781
3362,     682
3363,     688
3364,     708
3365,     740
3366,     736
3367,     719
3368,     718
3369,     730
3370,     752
3371,     712
3372,     741
3373,     725
3374,     676
3375,     732
3376,     719
3377,     728
3378,     731
3379,     744
3380,     637
3381,     687
3382,     725
3383,     732
3384,     693
3385,     726
3386,     710
3387,     677
3388,     748
3389,     723
3390,     698
3391,     685
3392,     728
3393,     717
3394,     749
3395,     703
3396,     801
3397,     713
3398,     682
3399,     724
3400,     779
3401,     771
3402,     730
3403,     755
3404,     804
3405,     778
3406,     802
3407,     737
3408,     766
3409,     773
3410,     817
3411,     857
3412,     971
3413,    1047
3414,    1216
3415,    1434
3416,    1872
3417,    2201
3418,    2763
3419,    2889
3420,    2580
3421,    1974
3422,    1379
3423,     984
3424,     856
3425,     771
3426,     722
3427,     791
3428,     724
3429,     738
3430,     806
3431,     710
3432,     738
3433,     687
3434,     716
3435,     671
3436,     693
3437,     739
3438,     742
3439,     701
3440,     653
3441,     673
3442,     698
3443,     670
3444,     705
3445,     721
3446,     664
3447,     700
3448,     729
3449,     692
3450,     705
3451,     682
3452,     725
3453,     662
3454,     699
3455,     688
3456,     658
3457,     646
3458,     691
3459,     661
3460,     693
3461,     684
3462,     686
3463,     698
3464,     701
3465,     687
3466,     703
3467,     669
3468,     700
3469,     668
3470,     727
3471,     677
3472,     662
3473,     671
3474,     654
3475,     637
3476,     691
3477,     696
3478,     701
3479,     666
3480,     703
3481,     635
3482,     672
3483,     728
3484,     729
3485,     700
3486,     675
3487,     697
3488,     646
3489,     639
3490,     677
3491,     694
3492,     655
3493,     689
3494,     671
3495,     679
3496,     705
3497,     712
3498,     669
3499,     711
3500,     718
3501,     660
3502,     737
3503,     700
3504,     684
3505,     708
3506,     710
3507,     696
3508,     674
3509,     667
3510,     674
3511,     710
3512,     678
3513,     707
3514,     701
3515,     721
3516,     758
3517,     639
3518,     721
3519,     722
3520,     653
3521,     690
3522,     692
3523,     680
3524,     687
3525,     655
3526,     704
3527,     677
3528,     745
3529,     660
3530,     711
3531,     691
3532,     674
3533,     714
3534,     682
3535,     713
3536,     653
3537,     734
3538,     743
3539,     690
3540,     691
3541,     680
3542,     719
3543,     661
3544,     694
3545,     674
3546,     724
3547,     712
3548,     682
3549,     704
3550,     679
3551,     720
3552,     753
3553,     725
3554,     732
3555,     771
3556,     774
3557,     850
3558,     870
3559,     813
3560,     805
3561,     812
3562,     734
3563,     750
3564,     733
3565,     702
3566,     720
3567,     717
3568,     734
3569,     700
3570,     664
3571,     712
3572,     707
3573,     697
3574,     700
3575,     699
3576,     718
3577,     714
3578,     699
3579,     699
3580,     720
3581,     728
3582,     695
3583,     682
3584,     652
3585,     760
3586,     684
3587,     741
3588,     730
3589,     732
3590,     685
3591,     731
3592,     744
3593,     674
3594,     665
3595,     699
3596,     719
3597,     707
3598,     653
3599,     746
3600,     681
3601,     689
3602,     701
3603,     747
3604,     643
3605,     708
3606,     726
3607,     684
3608,     634
3609,     721
3610,     710
3611,     720
3612,     706
3613,     706
3614,     728
3615,     737
3616,     705
3617,     713
3618,     732
3619,     689
3620,     716
3621,     698
3622,     659
3623,     713
3624,     682
3625,     742
3626,     688
3627,     683
3628,     719
3629,     734
3630,     695
3631,     743
3632,     716
3633,     732
3634,     736
3635,     683
3636,     672
3637,     740
3638,     706
3639,     705
3640,     716
3641,     771
3642,     710
3643,     660
3644,     703
3645,     738
3646,     733
3647,     733
3648,     725
3649,     675
3650,     686
3651,     700
3652,     717
3653,     679
3654,     663
3655,     698
3656,     717
3657,     745
3658,     761
3659,     682
3660,     705
3661,     704
3662,     711
3663,     767
3664,     693
3665,     745
3666,     673
3667,     727
3668,     721
3669,     741
3670,     699
3671,     748
3672,     698
3673,     652
3674,     705
3675,     715
3676,     771
3677,     677
3678,     744
3679,     751
3680,     685
3681,     706
3682,     760
3683,     678
3684,     696
3685,     696
3686,     677
3687,     689
3688,     723
3689,     692
3690,     653
3691,     634
3692,     678
3693,     648
3694,     651
3695,     602
3696,     613
3697,     620
3698,     608
3699,     553
3700,     593
3701,     627
3702,     547
3703,     588
3704,     581
3705,     528
3706,     552
3707,     547
3708,     538
3709,     518
3710,     519
3711,     520
3712,     539
3713,     503
3714,     555
3715,     510
3716,     556
3717,     500
3718,     528
3719,     523
3720,     506
3721,     515
3722,     492
3723,     472
3724,     491
3725,     477
3726,     479
3727,     504
3728,     531
3729,     503
3730,     498
3731,     478
3732,     464
3733,     489
3734,     491
3735,     476
3736,     465
3737,     480
3738,     464
3739,     470
3740,     520
3741,     494
3742,     504
3743,     472
3744,     494
3745,     473
3746,     466
3747,     456
3748,     491
3749,     464
3750,     457
3751,     457
3752,     455
3753,     450
3754,     451
3755,     465
3756,     431
3757,     446
3758,     447
3759,     477
3760,     476
3761,     420
3762,     456
3763,     460
3764,     477
3765,     461
3766,     448
3767,     424
3768,     432
3769,     458
3770,     425
3771,     446
3772,     447
3773,     458
3774,     430
3775,     421
3776,     421
3777,     463
3778,     440
3779,     414
3780,     432
3781,     443
3782,     401
3783,     462
3784,     427
3785,     423
3786,     422
3787,     449
3788,     397
3789,     432
3790,     441
3791,     439
3792,     507
3793,     529
3794,     558
3795,     654
3796,     782
3797,     874
3798,    1044
3799,     983
3800,     921
3801,     733
3802,     545
3803,     504
3804,     442
3805,     440
3806,     402
3807,     428
3808,     393
3809,     411
3810,     392
3811,     371
3812,     366
3813,     377
3814,     387
3815,     370
3816,     387
3817,     359
3818,     391
3819,     380
3820,     375
3821,     363
3822,     361
3823,     402
3824,     399
3825,     425
3826,     355
3827,     353
3828,     374
3829,     364
3830,     363
3831,     349
3832,     346
3833,     337
3834,     335
3835,     321
3836,     327
3837,     372
3838,     339
3839,     338
3840,     320
3841,     321
3842,     309
3843,     346
3844,     328
3845,     331
3846,     320
3847,     318
3848,     322
3849,     315
3850,     278
3851,     328
3852,     313
3853,     282
3854,     304
3855,     299
3856,     271
3857,     273
3858,     273
3859,     264
3860,     273
3861,     295
3862,     275
3863,     246
3864,     266
3865,     263
3866,     290
3867,     244
3868,     292
3869,     259
3870,     269
3871,     261
3872,     288
3873,     267
3874,     266
3875,     271
3876,     261
3877,     246
3878,     233
3879,     231
3880,     251
3881,     260
3882,     229
3883,     220
3884,     248
3885,     233
3886,     242
3887,     267
3888,     245
3889,     247
3890,     225
3891,     235
3892,     234
3893,     246
3894,     248
3895,     223
3896,     222
3897,     235
3898,     232
3899,     224
3900,     225
3901,     209
3902,     196
3903,     202
3904,     226
3905,     208
3906,     188
3907,     210
3908,     218
3909,     217
3910,     202
3911,     237
3912,     225
3913,     185
3914,     188
3915,     198
3916,     222
3917,     198
3918,     230
3919,     207
3920,     227
3921,     174
3922,     190
3923,     209
3924,     205
3925,     212
3926,     226
3927,     207
3928,     219
3929,     190
3930,     197
3931,     194
3932,     171
3933,     225
3934,     217
3935,     222
3936,     190
3937,     202
3938,     212
3939,     186
3940,     211
3941,     203
3942,     211
3943,     182
3944,     187
3945,     189
3946,     117
3947,      40
3948,      17
3949,      23
3950,      15
3951,      15
3952,       7
3953,       4
3954,       3
3955,       1
3956,       0
3957,       1
3958,       0
3959,       2
3960,       0
3961,       0
3962,       0
3963,       0
3964,       0
3965,       0
3966,       0
3967,       0
3968,       0
3969,       0
3970,       0
3971,       0
3972,       0
3973,       0
3974,       0
3975,       0
3976,       0
3977,       0
3978,       0
3979,       0
3980,       0
3981,       0
3982,       0
3983,       0
3984,       0
3985,       0
3986,       0
3987,       0
3988,       0
3989,       0
3990,       0
3991,       0
3992,       0
3993,       0
3994,       0
3995,       0
3996,       0
3997,       0
3998,       0
3999,       1
4000,       0
4001,       0
4002,       0
4003,       0
4004,       0
4005,       0
4006,       0
4007,       0
4008,       0
4009,       0
4010,       0
4011,       0
4012,       0
4013,       0
4014,       0
4015,       0
4016,       0
4017,       0
4018,       0
4019,       0
4020,       0
4021,       0
4022,       0
4023,       0
4024,       0
4025,       0
4026,       0
4027,       0
4028,       0
4029,       0
4030,       0
4031,       4
4032,       0
4033,       0
4034,       0
4035,       0
4036,       0
4037,       0
4038,       0
4039,       0
4040,       0
4041,       0
4042,       0
4043,       0
4044,       0
4045,       0
4046,       0
4047,       0
4048,       0
4049,       0
4050,       0
4051,       0
4052,       0
4053,       0
4054,       0
4055,       0
4056,       0
4057,       0
4058,       0
4059,       0
4060,       0
4061,       0
4062,       0
4063,       1
4064,       0
4065,       0
4066,       0
4067,       0
4068,       0
4069,       0
4070,       0
4071,       0
4072,       0
4073,       0
4074,       0
4075,       0
4076,       0
4077,       0
4078,       0
4079,       0
4080,       0
4081,       0
4082,       0
4083,       0
4084,       0
4085,       0
4086,       0
4087,       0
4088,       0
4089,       0
4090,       0
4091,       0
4092,       0
4093,       0
4094,       0
4095,      10
