    -------<<  MADE IN LABORATORY EQUIPMENT CORPORATION  >>-------

                                                         Report,2020/02/03,13:55:22
MCA Data File,200203 HPGe A polymer B.asc
2033,   14400
2034,   14409
2035,   14254
2036,   13856
2037,   14008
2038,   13922
2039,   13793
2040,   13549
2041,   13524
2042,   13238
2043,   13226
2044,   13284
2045,   13007
2046,   12991
2047,   12813
2048,   12831
2049,   12479
2050,   12617
2051,   12353
2052,   12461
2053,   12625
2054,   12316
2055,   12294
2056,   12559
2057,   12852
2058,   13140
2059,   12914
2060,   12983
2061,   12732
2062,   12226
2063,   11895
2064,   11701
2065,   11525
2066,   11599
2067,   11294
2068,   11198
2069,   11358
2070,   11405
2071,   11246
2072,   11101
2073,   10860
2074,   10974
2075,   11152
2076,   10858
2077,   10933
2078,   10924
2079,   10578
2080,   10694
2081,   10640
2082,   10603
2083,   10601
2084,   10409
2085,   10298
2086,   10366
2087,   10325
2088,   10085
2089,   10321
2090,   10238
2091,   10082
2092,   10067
2093,   10203
2094,   10299
2095,    9845
2096,    9973
2097,    9971
2098,    9826
2099,    9867
2100,    9782
2101,    9885
2102,    9614
2103,    9632
2104,    9568
2105,    9590
2106,    9588
2107,    9347
2108,    9313
2109,    9496
2110,    9438
2111,    9332
2112,    9444
2113,    9344
2114,    9326
2115,    9241
2116,    9271
2117,    9313
2118,    9119
2119,    9245
2120,    9167
2121,    9236
2122,    9205
2123,    9170
2124,    9281
2125,    9524
2126,    9680
2127,   10237
2128,   11342
2129,   11733
2130,   11348
2131,   10862
2132,    9859
2133,    9248
2134,    9017
2135,    9022
2136,    8855
2137,    8769
2138,    8931
2139,    8963
2140,    8828
2141,    9185
2142,    9086
2143,    8956
2144,    8707
2145,    8537
2146,    8723
2147,    8371
2148,    8555
2149,    8383
2150,    8363
2151,    8294
2152,    8402
2153,    8291
2154,    8213
2155,    8116
2156,    8320
2157,    8193
2158,    8049
2159,    8156
2160,    8083
2161,    8309
2162,    8364
2163,    8052
2164,    8441
2165,    8627
2166,    8838
2167,    8864
2168,    8590
2169,    8267
2170,    8133
2171,    7907
2172,    8088
2173,    8163
2174,    8511
2175,    8852
2176,    9403
2177,    9234
2178,    8755
2179,    8481
2180,    7997
2181,    7817
2182,    7523
2183,    7457
2184,    7486
2185,    7425
2186,    7564
2187,    7550
2188,    7571
2189,    7442
2190,    7253
2191,    7366
2192,    7375
2193,    7412
2194,    7525
2195,    7112
2196,    7367
2197,    7209
2198,    7160
2199,    7322
2200,    7214
2201,    7247
2202,    7247
2203,    7155
2204,    7064
2205,    7209
2206,    7261
2207,    7162
2208,    7125
2209,    7220
2210,    7154
2211,    7110
2212,    6978
2213,    7126
2214,    7161
2215,    7089
2216,    6957
2217,    7071
2218,    7099
2219,    7078
2220,    7018
2221,    7122
2222,    7011
2223,    7094
2224,    7064
2225,    7101
2226,    6998
2227,    6971
2228,    6984
2229,    7069
2230,    7162
2231,    7156
2232,    6953
2233,    7254
2234,    7093
2235,    7122
2236,    7285
2237,    7200
2238,    7307
2239,    7256
2240,    7209
2241,    7219
2242,    7350
2243,    7410
2244,    7407
2245,    7615
2246,    7669
2247,    7756
2248,    7975
2249,    8224
2250,    8947
2251,    9862
2252,   11811
2253,   15588
2254,   21877
2255,   33199
2256,   52657
2257,   83285
2258,  118338
2259,  134424
2260,  116536
2261,   77194
2262,   42676
2263,   21746
2264,   12366
2265,    9014
2266,    7920
2267,    7413
2268,    7091
2269,    6667
2270,    6399
2271,    6183
2272,    6138
2273,    5941
2274,    5902
2275,    5908
2276,    5537
2277,    5613
2278,    5556
2279,    5420
2280,    5319
2281,    5405
2282,    5415
2283,    5241
2284,    5433
2285,    5147
2286,    5243
2287,    5258
2288,    5132
2289,    5137
2290,    5091
2291,    5146
2292,    5003
2293,    4954
2294,    4928
2295,    5087
2296,    5067
2297,    4942
2298,    5065
2299,    4999
2300,    4892
2301,    4859
2302,    4789
2303,    4846
2304,    4752
2305,    4799
2306,    4798
2307,    4795
2308,    4756
2309,    4792
2310,    4846
2311,    4942
2312,    5007
2313,    5092
2314,    5149
2315,    5082
2316,    4819
2317,    4703
2318,    4698
2319,    4789
2320,    4816
2321,    4712
2322,    4821
2323,    4732
2324,    4803
2325,    4604
2326,    4647
2327,    4486
2328,    4540
2329,    4680
2330,    4591
2331,    4714
2332,    5114
2333,    5395
2334,    5571
2335,    5726
2336,    5332
2337,    4821
2338,    4727
2339,    4616
2340,    4570
2341,    4494
2342,    4411
2343,    4273
2344,    4307
2345,    4272
2346,    4068
2347,    4117
2348,    4064
2349,    4108
2350,    4155
2351,    4164
2352,    4075
2353,    3948
2354,    4077
2355,    4062
2356,    4100
2357,    4035
2358,    4036
2359,    3961
2360,    3997
2361,    3965
2362,    4063
2363,    4034
2364,    4001
2365,    4043
2366,    4003
2367,    3937
2368,    3973
2369,    4022
2370,    3935
2371,    3996
2372,    3894
2373,    3945
2374,    3876
2375,    3890
2376,    3917
2377,    3901
2378,    4052
2379,    3991
2380,    4148
2381,    3900
2382,    3978
2383,    3814
2384,    3893
2385,    3687
2386,    3931
2387,    3745
2388,    3757
2389,    3751
2390,    3702
2391,    3630
2392,    3559
2393,    3674
2394,    3699
2395,    3518
2396,    3550
2397,    3534
2398,    3525
2399,    3537
2400,    3491
2401,    3512
2402,    3490
2403,    3385
2404,    3553
2405,    3528
2406,    3435
2407,    3551
2408,    3613
2409,    3547
2410,    3460
2411,    3422
2412,    3504
2413,    3426
2414,    3390
2415,    3340
2416,    3395
2417,    3480
2418,    3242
2419,    3210
2420,    3224
2421,    3342
2422,    3349
2423,    3218
2424,    3178
2425,    3146
2426,    3249
2427,    3217
2428,    3161
2429,    3186
2430,    3181
2431,    3184
2432,    3150
2433,    3302
2434,    3209
2435,    3177
2436,    3058
2437,    3050
2438,    3144
2439,    3039
2440,    3150
2441,    3166
2442,    3185
2443,    3140
2444,    3447
2445,    3430
2446,    3440
2447,    3465
2448,    3569
2449,    3652
2450,    3547
2451,    3623
2452,    3411
2453,    3498
2454,    3665
2455,    3999
2456,    4530
2457,    5100
2458,    5117
2459,    4750
2460,    4254
2461,    4089
2462,    4188
2463,    4378
2464,    4585
2465,    4609
2466,    4358
2467,    3916
2468,    3446
2469,    3242
2470,    3180
2471,    3036
2472,    3012
2473,    3048
2474,    3003
2475,    3070
2476,    3063
2477,    2877
2478,    2793
2479,    2889
2480,    2805
2481,    2739
2482,    2861
2483,    2754
2484,    2784
2485,    2733
2486,    2743
2487,    2753
2488,    2762
2489,    2671
2490,    2723
2491,    2723
2492,    2658
2493,    2726
2494,    2710
2495,    2704
2496,    2706
2497,    2639
2498,    2532
2499,    2622
2500,    2579
2501,    2595
2502,    2664
2503,    2669
2504,    2784
2505,    2885
2506,    3013
2507,    3290
2508,    3379
2509,    3347
2510,    3042
2511,    2829
2512,    2692
2513,    2750
2514,    2675
2515,    2596
2516,    2643
2517,    2585
2518,    2474
2519,    2476
2520,    2749
2521,    2820
2522,    3126
2523,    3218
2524,    3274
2525,    3167
2526,    2793
2527,    2648
2528,    2447
2529,    2484
2530,    2444
2531,    2448
2532,    2382
2533,    2458
2534,    2566
2535,    2584
2536,    2580
2537,    2550
2538,    2267
2539,    2378
2540,    2304
2541,    2260
2542,    2205
2543,    2216
2544,    2234
2545,    2219
2546,    2202
2547,    2241
2548,    2144
2549,    2105
2550,    2240
2551,    2191
2552,    2171
2553,    2138
2554,    2231
2555,    2177
2556,    2114
2557,    2164
2558,    2189
2559,    2148
2560,    2191
2561,    2119
2562,    2178
2563,    2114
2564,    2059
2565,    2187
2566,    2230
2567,    2224
2568,    2284
2569,    2453
2570,    2478
2571,    2699
2572,    2744
2573,    2451
2574,    2366
2575,    2159
2576,    2027
2577,    2170
2578,    2185
2579,    2130
2580,    2148
2581,    2091
2582,    2045
2583,    2023
2584,    2089
2585,    1945
2586,    2049
2587,    1952
2588,    1988
2589,    2051
2590,    1958
2591,    2023
2592,    1982
2593,    2086
2594,    1909
2595,    2062
2596,    2045
2597,    2025
2598,    2013
2599,    1982
2600,    2051
2601,    1985
2602,    2102
2603,    2007
2604,    1988
2605,    1975
2606,    2066
2607,    2057
2608,    2096
2609,    2135
2610,    2026
2611,    2017
2612,    1964
2613,    1858
2614,    2010
2615,    1922
2616,    1880
2617,    2008
2618,    2059
2619,    2083
2620,    2071
2621,    2042
2622,    2017
2623,    1933
2624,    1908
2625,    1878
2626,    1886
2627,    1895
2628,    1871
2629,    1827
2630,    1844
2631,    1842
2632,    1851
2633,    1893
2634,    1842
2635,    1841
2636,    1813
2637,    1882
2638,    1858
2639,    1789
2640,    1828
2641,    1804
2642,    1784
2643,    1803
2644,    1896
2645,    1785
2646,    1747
2647,    1835
2648,    1816
2649,    1770
2650,    1813
2651,    1820
2652,    1851
2653,    1818
2654,    1836
2655,    1763
2656,    1797
2657,    1851
2658,    1805
2659,    1842
2660,    1784
2661,    1784
2662,    1836
2663,    1796
2664,    1746
2665,    1801
2666,    1761
2667,    1790
2668,    1837
2669,    1881
2670,    1855
2671,    1887
2672,    1992
2673,    1968
2674,    2188
2675,    2442
2676,    2869
2677,    3303
2678,    3414
2679,    3203
2680,    2654
2681,    2338
2682,    1916
2683,    1937
2684,    1791
2685,    1788
2686,    1882
2687,    1754
2688,    1745
2689,    1775
2690,    1791
2691,    1805
2692,    1802
2693,    1795
2694,    1780
2695,    1812
2696,    1794
2697,    1788
2698,    1743
2699,    1743
2700,    1729
2701,    1792
2702,    1725
2703,    1753
2704,    1791
2705,    1767
2706,    1696
2707,    1791
2708,    1820
2709,    1715
2710,    1722
2711,    1744
2712,    1833
2713,    1831
2714,    1785
2715,    1761
2716,    1764
2717,    1887
2718,    1841
2719,    1798
2720,    1867
2721,    1881
2722,    1924
2723,    1998
2724,    2093
2725,    2272
2726,    2505
2727,    3018
2728,    3672
2729,    4633
2730,    6568
2731,    8835
2732,   10470
2733,   10207
2734,    8379
2735,    5733
2736,    3816
2737,    2683
2738,    2263
2739,    1989
2740,    1901
2741,    1912
2742,    1830
2743,    1929
2744,    1866
2745,    1876
2746,    1890
2747,    1979
2748,    1770
2749,    1893
2750,    1914
2751,    1888
2752,    1901
2753,    1939
2754,    1930
2755,    1965
2756,    2053
2757,    2106
2758,    2273
2759,    2390
2760,    2552
2761,    2848
2762,    3237
2763,    3427
2764,    3743
2765,    3679
2766,    3466
2767,    2986
2768,    2459
2769,    1969
2770,    1614
2771,    1468
2772,    1370
2773,    1280
2774,    1274
2775,    1289
2776,    1229
2777,    1195
2778,    1273
2779,    1223
2780,    1174
2781,    1148
2782,    1209
2783,    1149
2784,    1160
2785,    1178
2786,    1178
2787,    1140
2788,    1130
2789,    1149
2790,    1130
2791,    1134
2792,    1140
2793,    1214
2794,    1127
2795,    1215
2796,    1180
2797,    1279
2798,    1241
2799,    1215
2800,    1209
2801,    1174
2802,    1202
2803,    1228
2804,    1175
2805,    1158
2806,    1177
2807,    1166
2808,    1099
2809,    1159
2810,    1176
2811,    1088
2812,    1184
2813,    1155
2814,    1168
2815,    1156
2816,    1142
2817,    1134
2818,    1192
2819,    1185
2820,    1155
2821,    1109
2822,    1156
2823,    1174
2824,    1181
2825,    1134
2826,    1094
2827,    1112
2828,    1114
2829,    1084
2830,    1172
2831,    1100
2832,    1152
2833,    1122
2834,    1112
2835,    1162
2836,    1110
2837,    1117
2838,    1098
2839,    1196
2840,    1141
2841,    1222
2842,    1156
2843,    1150
2844,    1228
2845,    1193
2846,    1232
2847,    1332
2848,    1323
2849,    1277
2850,    1233
2851,    1190
2852,    1147
2853,    1179
2854,    1193
2855,    1213
2856,    1255
2857,    1333
2858,    1534
2859,    1630
2860,    1915
2861,    2119
2862,    2225
2863,    1951
2864,    1727
2865,    1411
2866,    1260
2867,    1159
2868,    1107
2869,    1140
2870,    1066
2871,    1120
2872,    1154
2873,    1112
2874,    1070
2875,    1100
2876,    1109
2877,    1018
2878,    1085
2879,    1073
2880,    1037
2881,    1090
2882,    1091
2883,    1104
2884,    1091
2885,    1132
2886,    1034
2887,    1012
2888,    1045
2889,    1109
2890,    1088
2891,    1077
2892,    1084
2893,    1114
2894,    1147
2895,    1076
2896,    1165
2897,    1092
2898,    1119
2899,    1113
2900,    1220
2901,    1193
2902,    1187
2903,    1171
2904,    1132
2905,    1084
2906,    1105
2907,    1091
2908,    1073
2909,    1047
2910,    1047
2911,    1071
2912,    1125
2913,    1093
2914,    1057
2915,    1025
2916,    1058
2917,    1067
2918,    1085
2919,    1074
2920,    1102
2921,    1105
2922,    1120
2923,    1061
2924,    1099
2925,    1150
2926,    1110
2927,    1056
2928,    1117
2929,    1133
2930,    1116
2931,    1018
2932,    1076
2933,    1112
2934,    1110
2935,    1060
2936,    1097
2937,    1103
2938,    1129
2939,    1193
2940,    1106
2941,    1059
2942,    1050
2943,    1089
2944,    1035
2945,    1059
2946,    1036
2947,    1011
2948,     977
2949,    1002
2950,    1075
2951,    1044
2952,    1049
2953,    1080
2954,    1060
2955,    1072
2956,    1048
2957,    1072
2958,    1047
2959,    1032
2960,    1063
2961,    1046
2962,    1040
2963,    1029
2964,    1042
2965,    1051
2966,    1024
2967,    1026
2968,    1012
2969,    1026
2970,    1046
2971,    1018
2972,    1018
2973,     956
2974,     993
2975,    1073
2976,    1019
2977,    1019
2978,     995
2979,    1044
2980,    1006
2981,    1030
2982,    1050
2983,    1053
2984,     990
2985,    1045
2986,    1042
2987,    1040
2988,    1061
2989,    1055
2990,    1002
2991,    1047
2992,    1014
2993,     974
2994,    1018
2995,    1073
2996,    1008
2997,    1019
2998,    1061
2999,    1032
3000,    1095
3001,    1035
3002,    1060
3003,    1074
3004,    1091
3005,    1010
3006,    1044
3007,    1021
3008,     986
3009,    1101
3010,     984
3011,     998
3012,    1014
3013,     981
3014,     995
3015,     939
3016,    1005
3017,     995
3018,     971
3019,     996
3020,     960
3021,    1048
3022,    1008
3023,    1010
3024,    1004
3025,     961
3026,     974
3027,     931
3028,     961
3029,     954
3030,    1045
3031,     971
3032,     970
3033,     977
3034,     952
3035,     956
3036,    1012
3037,     977
3038,     968
3039,     984
3040,     941
3041,     973
3042,     937
3043,    1028
3044,     986
3045,     952
3046,     990
3047,     982
3048,    1020
3049,     981
3050,     959
3051,     957
3052,     925
3053,     993
3054,    1014
3055,    1035
3056,     954
3057,     932
3058,     955
3059,     941
3060,     926
3061,     911
3062,     941
3063,     917
3064,     931
3065,     903
3066,     903
3067,     895
3068,     935
3069,     935
3070,     965
3071,     895
3072,     859
3073,     865
3074,     864
3075,     885
3076,     855
3077,     968
3078,     833
3079,     926
3080,     878
3081,     878
3082,     936
3083,     894
3084,     894
3085,     897
3086,     887
3087,     880
3088,     892
3089,     896
3090,     856
3091,     893
3092,     902
3093,     935
3094,     867
3095,     913
3096,     945
3097,     920
3098,     866
3099,     883
3100,     827
3101,     908
3102,     847
3103,     849
3104,     839
3105,     826
3106,     865
3107,     940
3108,     900
3109,     878
3110,     855
3111,     887
3112,     822
3113,     879
3114,     889
3115,     869
3116,     912
3117,     865
3118,     852
3119,     941
3120,     932
3121,     850
3122,     877
3123,     898
3124,     868
3125,     874
3126,     885
3127,     854
3128,     861
3129,     875
3130,     868
3131,     882
3132,     860
3133,     891
3134,     853
3135,     855
3136,     841
3137,     887
3138,     897
3139,     832
3140,     869
3141,     892
3142,     889
3143,     808
3144,     816
3145,     890
3146,     833
3147,     863
3148,     875
3149,     831
3150,     865
3151,     841
3152,     880
3153,     795
3154,     871
3155,     819
3156,     837
3157,     839
3158,     848
3159,     820
3160,     810
3161,     834
3162,     825
3163,     888
3164,     800
3165,     815
3166,     807
3167,     808
3168,     832
3169,     815
3170,     800
3171,     852
3172,     823
3173,     853
3174,     808
3175,     862
3176,     878
3177,     811
3178,     875
3179,     794
3180,     868
3181,     877
3182,     864
3183,     828
3184,     870
3185,     833
3186,     820
3187,     814
3188,     797
3189,     843
3190,     825
3191,     786
3192,     795
3193,     850
3194,     742
3195,     869
3196,     767
3197,     823
3198,     769
3199,     807
3200,     820
3201,     819
3202,     759
3203,     833
3204,     783
3205,     879
3206,     764
3207,     867
3208,     833
3209,     775
3210,     796
3211,     820
3212,     790
3213,     834
3214,     801
3215,     826
3216,     765
3217,     826
3218,     881
3219,     810
3220,     789
3221,     786
3222,     806
3223,     750
3224,     845
3225,     776
3226,     800
3227,     855
3228,     807
3229,     793
3230,     801
3231,     817
3232,     790
3233,     787
3234,     859
3235,     807
3236,     789
3237,     813
3238,     842
3239,     806
3240,     845
3241,     794
3242,     859
3243,     784
3244,     773
3245,     772
3246,     860
3247,     867
3248,     808
3249,     879
3250,     849
3251,     932
3252,     954
3253,    1075
3254,    1269
3255,    1337
3256,    1464
3257,    1696
3258,    1999
3259,    2359
3260,    2484
3261,    2528
3262,    2364
3263,    1997
3264,    1748
3265,    1388
3266,    1088
3267,     981
3268,     971
3269,     926
3270,     916
3271,     909
3272,     883
3273,     835
3274,     847
3275,     823
3276,     842
3277,     828
3278,     873
3279,     928
3280,     955
3281,     977
3282,    1099
3283,    1254
3284,    1372
3285,    1274
3286,    1172
3287,    1069
3288,     870
3289,     867
3290,     803
3291,     742
3292,     793
3293,     827
3294,     774
3295,     805
3296,     804
3297,     814
3298,     785
3299,     798
3300,     794
3301,     783
3302,     765
3303,     765
3304,     788
3305,     790
3306,     743
3307,     756
3308,     800
3309,     749
3310,     778
3311,     809
3312,     769
3313,     794
3314,     740
3315,     787
3316,     751
3317,     734
3318,     781
3319,     757
3320,     788
3321,     765
3322,     822
3323,     793
3324,     768
3325,     779
3326,     818
3327,     750
3328,     727
3329,     762
3330,     757
3331,     747
3332,     775
3333,     723
3334,     749
3335,     776
3336,     767
3337,     754
3338,     756
3339,     774
3340,     753
3341,     748
3342,     738
3343,     770
3344,     738
3345,     763
3346,     785
3347,     739
3348,     751
3349,     755
3350,     769
3351,     744
3352,     786
3353,     783
3354,     729
3355,     774
3356,     727
3357,     760
3358,     702
3359,     748
3360,     750
3361,     765
3362,     804
3363,     783
3364,     771
3365,     756
3366,     766
3367,     770
3368,     795
3369,     751
3370,     830
3371,     752
3372,     780
3373,     789
3374,     790
3375,     725
3376,     723
3377,     804
3378,     788
3379,     784
3380,     782
3381,     732
3382,     729
3383,     725
3384,     805
3385,     792
3386,     752
3387,     767
3388,     786
3389,     779
3390,     780
3391,     802
3392,     802
3393,     802
3394,     759
3395,     757
3396,     776
3397,     756
3398,     751
3399,     771
3400,     765
3401,     790
3402,     791
3403,     842
3404,     821
3405,     864
3406,     786
3407,     837
3408,     853
3409,     875
3410,     972
3411,    1010
3412,    1135
3413,    1388
3414,    1666
3415,    2089
3416,    2546
3417,    2972
3418,    2900
3419,    2631
3420,    2043
3421,    1513
3422,    1143
3423,     985
3424,     832
3425,     812
3426,     764
3427,     805
3428,     699
3429,     788
3430,     771
3431,     774
3432,     693
3433,     806
3434,     726
3435,     715
3436,     783
3437,     776
3438,     742
3439,     775
3440,     729
3441,     783
3442,     764
3443,     762
3444,     723
3445,     779
3446,     730
3447,     728
3448,     768
3449,     728
3450,     705
3451,     720
3452,     731
3453,     726
3454,     743
3455,     770
3456,     750
3457,     757
3458,     776
3459,     710
3460,     743
3461,     717
3462,     727
3463,     752
3464,     736
3465,     756
3466,     723
3467,     713
3468,     753
3469,     715
3470,     693
3471,     688
3472,     738
3473,     753
3474,     721
3475,     713
3476,     694
3477,     789
3478,     709
3479,     757
3480,     689
3481,     765
3482,     708
3483,     728
3484,     765
3485,     722
3486,     740
3487,     697
3488,     731
3489,     701
3490,     743
3491,     713
3492,     744
3493,     771
3494,     734
3495,     737
3496,     754
3497,     722
3498,     723
3499,     759
3500,     749
3501,     707
3502,     727
3503,     746
3504,     723
3505,     733
3506,     768
3507,     709
3508,     707
3509,     742
3510,     719
3511,     758
3512,     746
3513,     735
3514,     763
3515,     780
3516,     746
3517,     768
3518,     732
3519,     773
3520,     756
3521,     677
3522,     776
3523,     704
3524,     705
3525,     708
3526,     783
3527,     721
3528,     769
3529,     737
3530,     743
3531,     774
3532,     775
3533,     765
3534,     753
3535,     744
3536,     746
3537,     713
3538,     738
3539,     744
3540,     743
3541,     759
3542,     748
3543,     723
3544,     763
3545,     743
3546,     775
3547,     758
3548,     777
3549,     763
3550,     800
3551,     774
3552,     768
3553,     850
3554,     820
3555,     857
3556,     908
3557,     846
3558,     836
3559,     854
3560,     775
3561,     721
3562,     754
3563,     753
3564,     722
3565,     743
3566,     803
3567,     688
3568,     775
3569,     752
3570,     814
3571,     732
3572,     759
3573,     799
3574,     755
3575,     756
3576,     763
3577,     736
3578,     684
3579,     739
3580,     760
3581,     750
3582,     715
3583,     769
3584,     693
3585,     778
3586,     760
3587,     733
3588,     754
3589,     780
3590,     776
3591,     751
3592,     704
3593,     774
3594,     774
3595,     717
3596,     801
3597,     699
3598,     730
3599,     716
3600,     782
3601,     778
3602,     737
3603,     735
3604,     758
3605,     773
3606,     739
3607,     806
3608,     784
3609,     762
3610,     761
3611,     759
3612,     755
3613,     767
3614,     781
3615,     829
3616,     788
3617,     738
3618,     802
3619,     778
3620,     697
3621,     753
3622,     747
3623,     738
3624,     770
3625,     740
3626,     779
3627,     762
3628,     789
3629,     756
3630,     771
3631,     768
3632,     744
3633,     744
3634,     741
3635,     757
3636,     739
3637,     779
3638,     783
3639,     775
3640,     774
3641,     797
3642,     805
3643,     742
3644,     736
3645,     791
3646,     789
3647,     760
3648,     788
3649,     770
3650,     803
3651,     843
3652,     773
3653,     826
3654,     777
3655,     806
3656,     781
3657,     797
3658,     774
3659,     770
3660,     777
3661,     724
3662,     799
3663,     810
3664,     793
3665,     767
3666,     767
3667,     794
3668,     761
3669,     753
3670,     784
3671,     741
3672,     790
3673,     745
3674,     755
3675,     761
3676,     761
3677,     759
3678,     778
3679,     749
3680,     737
3681,     771
3682,     750
3683,     792
3684,     732
3685,     784
3686,     769
3687,     754
3688,     679
3689,     724
3690,     728
3691,     724
3692,     742
3693,     713
3694,     668
3695,     653
3696,     644
3697,     597
3698,     613
3699,     647
3700,     589
3701,     597
3702,     602
3703,     540
3704,     608
3705,     620
3706,     614
3707,     570
3708,     596
3709,     559
3710,     568
3711,     566
3712,     545
3713,     543
3714,     509
3715,     572
3716,     512
3717,     541
3718,     547
3719,     553
3720,     570
3721,     539
3722,     526
3723,     534
3724,     535
3725,     496
3726,     556
3727,     517
3728,     482
3729,     544
3730,     521
3731,     523
3732,     544
3733,     479
3734,     497
3735,     530
3736,     521
3737,     530
3738,     488
3739,     484
3740,     504
3741,     503
3742,     521
3743,     505
3744,     500
3745,     498
3746,     534
3747,     486
3748,     534
3749,     523
3750,     520
3751,     466
3752,     490
3753,     507
3754,     500
3755,     520
3756,     486
3757,     559
3758,     430
3759,     545
3760,     528
3761,     490
3762,     474
3763,     482
3764,     514
3765,     494
3766,     476
3767,     492
3768,     478
3769,     505
3770,     494
3771,     485
3772,     500
3773,     492
3774,     500
3775,     475
3776,     452
3777,     469
3778,     425
3779,     457
3780,     473
3781,     453
3782,     495
3783,     504
3784,     507
3785,     478
3786,     464
3787,     485
3788,     494
3789,     518
3790,     497
3791,     517
3792,     592
3793,     667
3794,     681
3795,     874
3796,    1070
3797,    1089
3798,     998
3799,     893
3800,     750
3801,     673
3802,     537
3803,     484
3804,     453
3805,     450
3806,     412
3807,     420
3808,     397
3809,     402
3810,     400
3811,     398
3812,     451
3813,     396
3814,     405
3815,     415
3816,     404
3817,     399
3818,     380
3819,     387
3820,     397
3821,     379
3822,     357
3823,     373
3824,     388
3825,     383
3826,     374
3827,     373
3828,     376
3829,     338
3830,     351
3831,     385
3832,     369
3833,     334
3834,     356
3835,     369
3836,     367
3837,     358
3838,     387
3839,     339
3840,     311
3841,     348
3842,     337
3843,     330
3844,     333
3845,     353
3846,     335
3847,     334
3848,     307
3849,     333
3850,     329
3851,     308
3852,     347
3853,     308
3854,     277
3855,     332
3856,     305
3857,     300
3858,     304
3859,     319
3860,     315
3861,     299
3862,     300
3863,     306
3864,     296
3865,     259
3866,     293
3867,     292
3868,     320
3869,     291
3870,     306
3871,     296
3872,     277
3873,     267
3874,     271
3875,     280
3876,     272
3877,     233
3878,     256
3879,     255
3880,     251
3881,     263
3882,     289
3883,     262
3884,     256
3885,     259
3886,     257
3887,     292
3888,     254
3889,     259
3890,     259
3891,     245
3892,     261
3893,     224
3894,     247
3895,     254
3896,     243
3897,     242
3898,     208
3899,     225
3900,     224
3901,     238
3902,     217
3903,     209
3904,     249
3905,     235
3906,     254
3907,     210
3908,     219
3909,     216
3910,     208
3911,     237
3912,     232
3913,     214
3914,     227
3915,     229
3916,     187
3917,     235
3918,     203
3919,     214
3920,     201
3921,     209
3922,     231
3923,     227
3924,     172
3925,     220
3926,     210
3927,     216
3928,     239
3929,     212
3930,     228
3931,     223
3932,     228
3933,     241
3934,     214
3935,     227
3936,     241
3937,     205
3938,     216
3939,     208
3940,     229
3941,     216
3942,     218
3943,     227
3944,     232
3945,     194
3946,     129
3947,      42
3948,      24
3949,      12
3950,      14
3951,      14
3952,      15
3953,       4
3954,       4
3955,       2
3956,       1
3957,       0
3958,       0
3959,       1
3960,       0
3961,       0
3962,       0
3963,       0
3964,       0
3965,       0
3966,       0
3967,       0
3968,       0
3969,       0
3970,       0
3971,       0
3972,       0
3973,       0
3974,       0
3975,       0
3976,       0
3977,       0
3978,       0
3979,       0
3980,       0
3981,       0
3982,       0
3983,       1
3984,       0
3985,       0
3986,       0
3987,       0
3988,       0
3989,       0
3990,       0
3991,       0
3992,       0
3993,       0
3994,       0
3995,       0
3996,       0
3997,       0
3998,       0
3999,       1
4000,       0
4001,       0
4002,       0
4003,       0
4004,       0
4005,       0
4006,       0
4007,       0
4008,       0
4009,       0
4010,       0
4011,       0
4012,       0
4013,       0
4014,       0
4015,       0
4016,       0
4017,       0
4018,       0
4019,       0
4020,       0
4021,       0
4022,       0
4023,       0
4024,       0
4025,       0
4026,       0
4027,       0
4028,       0
4029,       0
4030,       0
4031,       0
4032,       0
4033,       0
4034,       0
4035,       0
4036,       0
4037,       0
4038,       0
4039,       0
4040,       0
4041,       1
4042,       0
4043,       0
4044,       0
4045,       0
4046,       0
4047,       0
4048,       0
4049,       0
4050,       0
4051,       0
4052,       0
4053,       0
4054,       0
4055,       0
4056,       0
4057,       0
4058,       0
4059,       0
4060,       0
4061,       0
4062,       0
4063,       1
4064,       0
4065,       0
4066,       0
4067,       0
4068,       1
4069,       0
4070,       0
4071,       0
4072,       0
4073,       0
4074,       0
4075,       0
4076,       0
4077,       0
4078,       0
4079,       0
4080,       0
4081,       0
4082,       0
4083,       0
4084,       0
4085,       0
4086,       0
4087,       0
4088,       0
4089,       0
4090,       0
4091,       0
4092,       0
4093,       0
4094,       0
4095,       2
